State, FIPS,Met_Healthy_People_Objective of,"Age_Adjusted_Incidence_Rate_cases_per_100,000","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval",Average_Annual_Count,Recent_Trend,"Recent_5_Year_Trend_in_Incidence_Rates","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval"
"Columbia County, Oregon(6,10)",41009,***,1999.9 ,1862.3, 2145,166,stable,-5.5 ,-21.1, 13.2
"Warren County, Ohio(6,10)",39165,***,1999.6 ,1924.9, 2076.5,554,stable,-2.2 ,-11.0, 7.4
"Mitchell County, Texas(6,10)",48335,***,1999.6 ,1657.1, 2391.5,24,stable,4.4 ,-11.1, 22.5
"Burke County, Georgia(7,8)",13033,***,1999.5 ,1776.4, 2243.1,61,stable,-0.5 ,-1.9, 0.9
"Beaverhead County, Montana(6,10)",30001,***,1999.3 ,1718.8, 2312.7,37,stable,-1.6 ,-17.1, 16.9
"Taylor County, Georgia(7,8)",13269,***,1999.3 ,1684.2, 2356.8,29,stable,-0.1 ,-2.6, 2.4
"Lackawanna County, Pennsylvania(6,10)",42069,***,1998.8 ,1935.7, 2063.5,782,stable,-0.3 ,-5.8, 5.6
"Vance County, North Carolina(6,10)",37181,***,1998.5 ,1853.2, 2152.1,144,stable,-6.6 ,-16.6, 4.7
"Clark County, Wisconsin(6,10)",55019,***,1998 ,1832.5, 2174.3,110,stable,2.7 ,-1.4, 7.0
"Iowa County, Wisconsin(6,10)",55049,***,1997.6 ,1795.7, 2215.9,74,stable,-0.1 ,-4.7, 4.7
"Chesterfield County, Virginia(6,10)",51041,***,1997.1 ,1934.4, 2061.3,818,stable,-1.7 ,-5.9, 2.8
"Jackson County, Michigan(6,10)",26075,***,1997 #  ,1918.1, 2078.3,496,stable,-4.1 ,-11.5, 4.0
"Jones County, Mississippi(6,10)",28067,***,1996.9 ,1877, 2122.5,210,stable,-0.5 ,-6.9, 6.3
"Greene County, Georgia(7)",13133,***,1996.8 ,1800.8, 2208.7,84,*,*,*,*
"Jasper County, Iowa(7,8)",19099,***,1996.7 ,1844.4, 2158.1,130,stable,-0.5 ,-1.0, 0.0
"Wayne County, North Carolina(6,10)",37191,***,1996.5 ,1904.6, 2091.7,360,stable,-3.3 ,-10.5, 4.4
"Aurora County, South Dakota(6,10)",46003,***,1996.1 ,1497.2, 2606,11,stable,8.1 ,-6.6, 25.2
"Mathews County, Virginia(6,10)",51115,***,1996 ,1752.6, 2263.7,49,stable,4.3 ,-1.9, 10.9
"Humboldt County, Iowa(7,8)",19091,***,1995.6 ,1720.4, 2301.7,39,falling,-1.1 ,-1.9, -0.3
"Eau Claire County, Wisconsin(6,10)",55035,***,1995.2 ,1890.3, 2104.3,281,stable,1.4 ,-5.7, 9.0
"Poweshiek County, Iowa(7,8)",19157,***,1995.2 ,1790.1, 2217,71,stable,-0.5 ,-1.3, 0.2
"Lafayette County, Florida(6,10)",12067,***,1995.1 ,1652.9, 2387.3,24,stable,4.0 ,-11.0, 21.5
"Wood County, Ohio(6,10)",39173,***,1994.9 ,1900.7, 2092.5,346,stable,2.2 ,-2.7, 7.4
"Baxter County, Arkansas(6,10)",05005,***,1994.2 ,1883.6, 2109.6,244,stable,-1.6 ,-8.1, 5.4
"Jefferson County, Arkansas(6,10)",05069,***,1993.8 ,1875.3, 2117.8,217,stable,-0.7 ,-9.9, 9.4
"Mercer County, West Virginia(6,10)",54055,***,1993.6 ,1880.6, 2111.6,237,stable,-1.8 ,-7.4, 4.2
"Lancaster County, South Carolina(6,10)",45057,***,1993.4 ,1892.8, 2098.2,310,stable,-0.0 ,-10.6, 11.7
"Davidson County, Tennessee(6,10)",47037,***,1993.2 ,1947.1, 2040.2,1464,stable,0.0 ,-1.8, 1.9
"Jackson County, Kentucky(7,8)",21109,***,1993 ,1719.9, 2297.8,40,stable,0.2 ,-1.9, 2.4
"Franklin County, Indiana(6,10)",18047,***,1992.6 ,1790.5, 2211.5,72,stable,-5.4 ,-18.4, 9.7
"Dallas County, Missouri(6,10)",29059,***,1992.6 ,1775.4, 2229.1,62,stable,-0.5 ,-12.7, 13.5
"Worcester County, Maryland(6,10)",24047,***,1992.6 ,1885.3, 2104.4,260,stable,2.3 ,-4.1, 9.2
"Sumter County, Georgia(7,8)",13261,***,1992 ,1810.8, 2186.7,92,stable,-0.6 ,-1.7, 0.5
"Morgan County, Utah(7,8)",49029,***,1992 ,1637.3, 2401.2,23,stable,-0.7 ,-2.0, 0.6
"Kanawha County, West Virginia(6,10)",54039,***,1992 ,1925, 2060.7,681,stable,-2.6 ,-7.7, 2.7
"Ritchie County, West Virginia(6,10)",54085,***,1992 ,1723.6, 2290.5,40,stable,0.7 ,-14.4, 18.3
"Gibson County, Tennessee(6,10)",47053,***,1991.9 ,1858.3, 2132.5,168,stable,-1.6 ,-9.5, 7.1
"Pender County, North Carolina(6,10)",37141,***,1991.9 ,1862.6, 2127.8,184,stable,0.7 ,-5.9, 7.8
"Roosevelt County, Montana(6,10)",30085,***,1991.7 ,1640.3, 2396.4,23,stable,-12.4 ,-23.5, 0.2
"Jackson County, Missouri(6,10)",29095,***,1991.5 ,1950.4, 2033.3,1833,stable,-1.0 ,-4.4, 2.5
"Walker County, Texas(6,10)",48471,***,1991.3 ,1853.8, 2136.4,160,stable,1.2 ,-8.0, 11.5
"Fentress County, Tennessee(6,10)",47049,***,1991.3 ,1777.4, 2224.1,67,falling,-9.8 ,-18.0, -0.6
"Kidder County, North Dakota(6,10)",38043,***,1991.2 ,1496.7, 2596.6,11,stable,-1.0 ,-50.7, 98.9
"Clinton County, Pennsylvania(6,10)",42035,***,1990.9 ,1841.8, 2148.8,133,stable,0.8 ,-9.3, 12.0
"Lafayette County, Missouri(6,10)",29107,***,1990.7 ,1830.6, 2161,116,stable,-4.8 ,-14.0, 5.3
"Sarasota County, Florida(6,10)",12115,***,1990.6 ,1957, 2024.6,2715,stable,-0.6 ,-6.1, 5.2
"Posey County, Indiana(6,10)",18129,***,1990.5 ,1799.2, 2196.7,81,stable,-3.0 ,-10.0, 4.4
"Hancock County, Ohio(6,10)",39063,***,1990.3 ,1876.5, 2109.3,233,stable,2.2 ,-3.4, 8.2
"Hancock County, Kentucky(7,8)",21091,***,1989.5 ,1657, 2369.9,26,stable,1.1 ,-1.4, 3.7
"Nye County, Nevada(6,10)",32023,***,1989 ,1872.4, 2111.1,229,stable,-4.2 ,-8.2, 0.1
"Benton County, Arkansas(6,10)",05007,***,1988.9 ,1918.8, 2061,618,stable,-0.1 ,-1.0, 0.9
"McCormick County, South Carolina(6,10)",45065,***,1988.7 ,1748.2, 2253.3,55,stable,3.9 ,-5.0, 13.7
"Calhoun County, Texas(6,10)",48057,***,1988.5 ,1782.2, 2212.1,68,stable,-4.3 ,-15.1, 7.9
"Greene County, Alabama(6,10)",01063,***,1988.4 ,1687, 2328.1,32,stable,-13.1 ,-29.1, 6.6
"Crawford County, Wisconsin(6,10)",55023,***,1988.1 ,1776.6, 2217.9,66,stable,-4.0 ,-10.6, 3.0
"Tipton County, Tennessee(6,10)",47167,***,1988 ,1848.2, 2135.8,156,stable,-6.8 ,-15.2, 2.5
"Kershaw County, South Carolina(6,10)",45055,***,1987.8 ,1866, 2115.5,205,stable,0.8 ,-4.4, 6.1
"Marion County, Texas(6,10)",48315,***,1987.7 ,1738.1, 2263.3,47,stable,-4.4 ,-16.7, 9.7
"Gray County, Texas(6,10)",48179,***,1987.5 ,1785.5, 2206.1,71,stable,-5.3 ,-20.5, 12.8
"Wilcox County, Alabama(6,10)",01131,***,1987.4 ,1709.6, 2297.4,37,stable,5.1 ,-10.2, 23.2
"Simpson County, Mississippi(6,10)",28127,***,1987.3 ,1800.8, 2188.1,85,stable,-7.0 ,-16.4, 3.4
"Itawamba County, Mississippi(6,10)",28057,***,1987.3 ,1793.3, 2196.6,78,stable,-7.2 ,-19.3, 6.7
"Smith County, Texas(6,10)",48423,***,1987.1 ,1919.8, 2056.3,665,stable,2.2 ,-3.7, 8.6
"Leflore County, Mississippi(6,10)",28083,***,1987 ,1792.5, 2196.9,78,stable,-0.2 ,-5.3, 5.1
"Hardee County, Florida(6,10)",12049,***,1987 ,1794.7, 2194.3,79,stable,-3.2 ,-8.4, 2.3
"Lawrence County, Alabama(6,10)",01079,***,1986.7 ,1820.2, 2164.5,109,stable,0.5 ,-13.3, 16.4
"Brunswick County, North Carolina(6,10)",37019,***,1986.4 ,1911.8, 2063.3,600,stable,-0.6 ,-4.1, 2.9
"Ward County, North Dakota(6,10)",38101,***,1986.2 ,1848.1, 2131.8,158,stable,1.0 ,-11.8, 15.7
"Rutherford County, Tennessee(6,10)",47149,***,1985.9 ,1909.2, 2065,531,stable,-3.0 ,-7.0, 1.3
"Van Wert County, Ohio(6,10)",39161,***,1985.9 ,1812.5, 2171.2,99,stable,-6.7 ,-18.2, 6.4
"Morgan County, Tennessee(6,10)",47129,***,1985.8 ,1777, 2212.8,69,stable,-4.5 ,-14.1, 6.1
"Grant County, Oklahoma(6,10)",40053,***,1985.8 ,1595.1, 2442.1,18,stable,4.0 ,-17.0, 30.4
"Marshall County, West Virginia(6,10)",54051,***,1985.6 ,1829.7, 2151.2,123,falling,-7.5 ,-12.8, -2.0
"Hughes County, South Dakota(6,10)",46065,***,1985.5 ,1748.4, 2245.7,53,stable,-2.1 ,-15.4, 13.3
"Bastrop County, Texas(6,10)",48021,***,1985.3 ,1861.7, 2115.1,204,stable,-0.6 ,-13.1, 13.7
"Trempealeau County, Wisconsin(6,10)",55121,***,1985.3 ,1811.1, 2171.6,98,stable,-2.9 ,-8.1, 2.6
"Yancey County, North Carolina(6,10)",37199,***,1985.1 ,1795.1, 2189.9,81,falling,-10.2 ,-16.0, -4.0
"Lexington County, South Carolina(6,10)",45063,***,1985.1 ,1921.1, 2050.7,758,stable,2.0 ,-3.9, 8.3
"Clay County, Alabama(6,10)",01027,***,1985 ,1747.1, 2246.4,51,stable,-2.2 ,-13.4, 10.6
"Warren County, Illinois(6,10)",17187,***,1984.8 ,1768.9, 2219.8,62,stable,4.3 ,-6.7, 16.6
"Butler County, Ohio(6,10)",39017,***,1984.5 ,1928, 2042.2,958,falling,-4.0 ,-6.7, -1.3
"Sauk County, Wisconsin(6,10)",55111,***,1984.3 ,1863.1, 2111.4,206,stable,-1.1 ,-9.2, 7.8
"Hardin County, Ohio(6,10)",39065,***,1984.3 ,1806, 2175.6,92,stable,11.3 ,-4.8, 30.2
"Lincoln County, Idaho(7,8)",16063,***,1984.3 ,1512.5, 2556.4,12,stable,0.4 ,-2.6, 3.5
"Mifflin County, Pennsylvania(6,10)",42087,***,1984.2 ,1857.6, 2117.2,185,stable,0.9 ,-3.7, 5.7
"Martinsville City, Virginia(6,10)",51690,***,1984.2 ,1747.6, 2243.7,52,stable,-4.9 ,-28.1, 25.7
"Delaware County, Ohio(6,10)",39041,***,1983.9 ,1898.2, 2072.4,423,stable,0.7 ,-5.3, 7.2
"Rusk County, Texas(6,10)",48401,***,1983.5 ,1846.2, 2128.2,159,stable,-0.3 ,-7.3, 7.2
"Tompkins County, New York(7,8)",36109,***,1983.3 ,1871.2, 2100.4,246,falling,-1.3 ,-2.0, -0.5
"Laclede County, Missouri(6,10)",29105,***,1983.2 ,1824.8, 2151.8,118,stable,-3.7 ,-10.9, 4.0
"Outagamie County, Wisconsin(6,10)",55087,***,1983.2 ,1902.9, 2066.1,469,stable,-1.0 ,-2.3, 0.3
"Elbert County, Georgia(7,8)",13105,***,1983.1 ,1783.2, 2199.3,73,stable,0.4 ,-1.0, 1.9
"Franklin County, Vermont(6,10)",50011,***,1982.6 ,1829.9, 2144.6,130,stable,1.0 ,-7.1, 9.8
"Iowa County, Iowa(7,8)",19095,***,1982.3 ,1756.1, 2229.2,57,stable,-0.0 ,-0.7, 0.7
"Clark County, Ohio(6,10)",39023,***,1982.2 ,1902.4, 2064.5,474,stable,-0.4 ,-4.6, 4.0
"Mayes County, Oklahoma(6,10)",40097,***,1982.1 ,1834.7, 2138.3,137,stable,2.9 ,-0.7, 6.8
"St. Clair County, Michigan(6,10)",26147,***,1981.9 #  ,1905.3, 2060.9,517,stable,-1.2 ,-5.8, 3.5
"Manitowoc County, Wisconsin(6,10)",55071,***,1981.8 ,1879.5, 2088.2,287,rising,5.5 ,0.6, 10.6
"Rockingham County, Virginia(6,10)",51165,***,1981.5 ,1876.1, 2091.3,268,stable,2.3 ,-3.6, 8.6
"Lancaster County, Pennsylvania(6,10)",42071,***,1981.4 ,1939.1, 2024.4,1718,stable,1.4 ,-1.4, 4.2
"Jasper County, Texas(6,10)",48241,***,1981.4 ,1827.9, 2144.3,125,stable,0.8 ,-13.2, 17.1
"Marathon County, Wisconsin(6,10)",55073,***,1981.3 ,1896.5, 2068.9,419,stable,-5.9 ,-12.1, 0.8
"Mohave County, Arizona(6,10)",04015,***,1981.3 ,1928.1, 2035.5,1078,falling,-3.7 ,-6.3, -1.0
"Lewis County, Tennessee(6,10)",47101,***,1981.2 ,1723.5, 2266.5,44,stable,4.7 ,-5.3, 15.9
"Knox County, Tennessee(6,10)",47093,***,1980.4 ,1931.3, 2030.6,1262,stable,0.4 ,-1.8, 2.7
"Sullivan County, New Hampshire(6,10)",33019,***,1980.4 ,1842.4, 2126,159,stable,-5.6 ,-13.4, 2.8
"Garden County, Nebraska(6,10)",31069,***,1980.4 ,1490.3, 2580.3,11,stable,16.1 ,-17.0, 62.5
"Chesapeake City, Virginia(6,10)",51550,***,1980.3 ,1904.1, 2058.7,528,stable,1.1 ,-3.8, 6.3
"Bibb County, Alabama(6,10)",01007,***,1980.3 ,1769, 2210.2,66,stable,-4.0 ,-17.5, 11.7
"Lincoln County, Georgia(7,8)",13181,***,1980.1 ,1682.7, 2316.1,33,falling,-1.8 ,-3.0, -0.6
"Chester County, Tennessee(6,10)",47023,***,1979.9 ,1748.2, 2233.7,54,falling,-8.4 ,-13.9, -2.6
"Worth County, Georgia(7,8)",13321,***,1979.4 ,1773.5, 2202.9,70,stable,-0.3 ,-1.7, 1.1
"Tarrant County, Texas(6,10)",48439,***,1979.3 ,1950.8, 2008.1,3824,stable,-1.5 ,-3.5, 0.6
"Lawrence County, Indiana(6,10)",18093,***,1979.2 ,1843.9, 2121.7,162,stable,0.4 ,-14.4, 17.9
"Yell County, Arkansas(6,10)",05149,***,1978.6 ,1776, 2198,70,stable,-3.5 ,-12.0, 5.7
"Stephens County, Oklahoma(6,10)",40137,***,1978.5 ,1842.8, 2121.4,159,stable,-0.5 ,-6.7, 6.1
"Appanoose County, Iowa(7,8)",19007,***,1978.4 ,1745, 2234,53,stable,-0.1 ,-0.9, 0.7
"Meriwether County, Georgia(7,8)",13199,***,1978.4 ,1783.7, 2188.7,78,stable,1.0 ,-0.8, 2.7
"Tyrrell County, North Carolina(6,10)",37177,***,1978 ,1562.8, 2469.6,16,stable,4.1 ,-16.6, 29.9
"McNairy County, Tennessee(6,10)",47109,***,1977.4 ,1805.1, 2162,99,stable,2.4 ,-5.1, 10.5
"Wasco County, Oregon(6,10)",41065,***,1977.3 ,1800.4, 2166.9,95,stable,-5.0 ,-15.8, 7.1
"McKean County, Pennsylvania(6,10)",42083,***,1977.1 ,1836.2, 2125.8,148,stable,0.4 ,-4.9, 6.1
"Dubois County, Indiana(6,10)",18037,***,1976.9 ,1826.8, 2136,130,stable,0.5 ,-12.3, 15.1
"Wakulla County, Florida(6,10)",12129,***,1976.6 ,1776.8, 2192.9,78,stable,-1.3 ,-14.0, 13.4
"Orange County, Indiana(6,10)",18117,***,1976.5 ,1769, 2201.5,68,stable,-1.1 ,-20.8, 23.4
"Hamilton County, Tennessee(6,10)",47065,***,1976.1 ,1923.5, 2029.8,1100,stable,0.1 ,-5.5, 5.9
"Canadian County, Oklahoma(6,10)",40017,***,1975.8 ,1875.2, 2080.4,300,stable,-4.8 ,-11.4, 2.3
"Nance County, Nebraska(6,10)",31125,***,1975.5 ,1531, 2507.6,14,stable,16.9 ,-4.1, 42.4
"Atoka County, Oklahoma(6,10)",40005,***,1974.8 ,1734.2, 2239.7,49,stable,-11.1 ,-23.2, 3.0
"Sumner County, Tennessee(6,10)",47165,***,1974.7 ,1895.4, 2056.6,484,stable,-1.4 ,-6.8, 4.2
"Cumberland County, North Carolina(6,10)",37051,***,1974.4 ,1908.2, 2042.3,688,stable,-2.2 ,-6.1, 1.9
"New Hanover County, North Carolina(6,10)",37129,***,1974.4 ,1906.1, 2044.4,655,stable,0.2 ,-4.3, 4.8
"Wayne County, Indiana(6,10)",18177,***,1974.2 ,1862, 2091.4,235,falling,-6.5 ,-11.5, -1.2
"Attala County, Mississippi(6,10)",28007,***,1973.8 ,1768.5, 2196.4,68,stable,0.9 ,-8.1, 10.9
"Carbon County, Utah(7,8)",49007,***,1973.7 ,1753.8, 2213.5,60,stable,-0.5 ,-1.4, 0.3
"Greene County, Arkansas(6,10)",05055,***,1973.6 ,1823, 2133.4,130,stable,4.0 ,-3.9, 12.6
"Coke County, Texas(6,10)",48081,***,1973.6 ,1571.6, 2447.3,17,stable,7.2 ,-28.4, 60.6
"Furnas County, Nebraska(6,10)",31065,***,1973.3 ,1619.1, 2381.7,22,rising,6.7 ,1.9, 11.8
"Coahoma County, Mississippi(6,10)",28027,***,1973.3 ,1761.6, 2203.4,64,stable,0.3 ,-4.9, 5.8
"Cumberland County, Pennsylvania(6,10)",42041,***,1973.3 ,1912.2, 2035.7,812,falling,-3.6 ,-6.6, -0.6
"Scioto County, Ohio(6,10)",39145,***,1973.2 ,1865.8, 2085.2,255,stable,-1.5 ,-3.1, 0.2
"Granville County, North Carolina(6,10)",37077,***,1973.1 ,1840.6, 2112.7,171,stable,-5.2 ,-13.4, 3.7
"La Crosse County, Wisconsin(6,10)",55063,***,1973 ,1878, 2071.7,333,stable,-2.0 ,-6.2, 2.5
"Lucas County, Iowa(7,8)",19117,***,1973 ,1688.8, 2290.8,35,stable,-0.6 ,-1.3, 0.2
"Washington County, Tennessee(6,10)",47179,***,1972.8 ,1887.4, 2061.1,410,rising,2.8 ,0.1, 5.5
"Oldham County, Texas(6,10)",48359,***,1972.5 ,1275.9, 2913.1,5,stable,1.1 ,-17.7, 24.1
"Windham County, Vermont(6,10)",50025,***,1972 ,1835.1, 2116.5,161,stable,-5.6 ,-12.2, 1.4
"Stark County, Ohio(6,10)",39151,***,1972 ,1923.5, 2021.4,1286,stable,-0.2 ,-7.2, 7.3
"Rankin County, Mississippi(6,10)",28121,***,1972 ,1883.6, 2063.5,386,stable,-2.3 ,-8.8, 4.7
"Butler County, Missouri(6,10)",29023,***,1971.6 ,1832.3, 2118.7,149,stable,-5.5 ,-14.3, 4.2
"Pottawatomie County, Oklahoma(6,10)",40125,***,1971.5 ,1853.9, 2094.6,213,stable,-2.7 ,-11.5, 7.0
"Presque Isle County, Michigan(6,10)",26141,***,1971.3 #  ,1771.1, 2187.7,72,stable,1.6 ,-9.1, 13.5
"Lamar County, Alabama(6,10)",01075,***,1970.8 ,1747.4, 2215.1,57,stable,-0.1 ,-12.4, 14.1
"Howard County, Indiana(6,10)",18067,***,1970.8 ,1869.5, 2076.2,287,stable,4.3 ,-0.1, 8.8
"Jones County, South Dakota(6,10)",46075,***,1970.3 ,1178, 3078.7,4,*,*,*,*
"Sherman County, Nebraska(6,10)",31163,***,1970.1 ,1544.6, 2475.4,15,stable,14.1 ,-13.0, 49.6
"Garfield County, Colorado(6,10)",08045,***,1970.1 ,1809.9, 2140.8,119,stable,-0.6 ,-8.2, 7.6
"Sabine County, Texas(6,10)",48403,***,1970 ,1750.9, 2209.1,60,stable,-11.4 ,-26.5, 6.6
"Jones County, North Carolina(6,10)",37103,***,1970 ,1696.5, 2275.1,38,stable,-3.8 ,-15.7, 9.9
"Clay County, Texas(6,10)",48077,***,1969.9 ,1705.3, 2263.9,40,stable,-4.4 ,-10.2, 1.7
"Williamsburg County, South Carolina(6,10)",45089,***,1969.9 ,1806.8, 2143.9,112,stable,-1.9 ,-13.4, 11.1
"Pike County, Ohio(6,10)",39131,***,1969.8 ,1790.5, 2162.2,90,stable,-2.1 ,-17.1, 15.7
"Cass County, Missouri(6,10)",29037,***,1969.6 ,1870.6, 2072.4,301,stable,0.7 ,-2.0, 3.4
"Oconee County, South Carolina(6,10)",45073,***,1969.5 ,1871.3, 2071.6,312,stable,-0.6 ,-8.6, 8.1
"Highland County, Ohio(6,10)",39071,***,1969.2 ,1825.1, 2121.8,140,stable,3.0 ,-7.8, 15.2
"Greene County, Tennessee(6,10)",47059,***,1968.8 ,1862.2, 2079.8,262,stable,2.1 ,-1.9, 6.3
"Sac County, Iowa(7,8)",19161,***,1968.4 ,1707.4, 2257.4,43,stable,-0.5 ,-1.1, 0.2
"Madison Parish, Louisiana(7,8)",22065,***,1967.8 ,1660.2, 2315.9,30,stable,-1.1 ,-3.8, 1.7
"Clinton County, Illinois(6,10)",17027,***,1967.8 ,1808.4, 2137.2,114,stable,1.0 ,-6.4, 9.1
"Durham County, North Carolina(6,10)",37063,***,1967.6 ,1898, 2039.2,633,stable,-0.1 ,-4.7, 4.8
"Saginaw County, Michigan(6,10)",26145,***,1967.4 #  ,1899.7, 2036.9,652,stable,0.3 ,-1.3, 2.0
"Wells County, North Dakota(6,10)",38103,***,1967.4 ,1609.1, 2380.6,22,stable,7.9 ,-17.3, 40.9
"McCurtain County, Oklahoma(6,10)",40089,***,1967.2 ,1805.2, 2139.8,110,stable,-12.1 ,-26.8, 5.5
"Sullivan County, Indiana(6,10)",18153,***,1967.1 ,1758.5, 2193.6,67,stable,-0.8 ,-11.9, 11.8
"Lee County, Arkansas(6,10)",05077,***,1966.9 ,1674.3, 2295.9,33,stable,4.6 ,-12.9, 25.8
"Hocking County, Ohio(6,10)",39073,***,1966.8 ,1791.2, 2155.1,95,stable,-1.4 ,-5.4, 2.8
"Refugio County, Texas(6,10)",48391,***,1966.6 ,1658.5, 2315.1,29,stable,-0.8 ,-27.4, 35.4
"Greene County, Indiana(6,10)",18055,***,1966.3 ,1806.2, 2136.8,113,stable,0.1 ,-15.2, 18.1
"Seminole County, Florida(6,10)",12117,***,1966.2 ,1915.9, 2017.5,1199,stable,-1.1 ,-8.6, 7.1
"Calumet County, Wisconsin(6,10)",55015,***,1965.9 ,1814.5, 2126.5,127,stable,-4.0 ,-15.1, 8.4
"Sanborn County, South Dakota(6,10)",46111,***,1965.8 ,1408, 2667.8,9,stable,-4.1 ,-33.8, 39.1
"Chatham County, Georgia(7,8)",13051,***,1965.7 ,1902.1, 2030.9,744,stable,-0.5 ,-1.1, 0.0
"Rains County, Texas(6,10)",48379,***,1965.7 ,1724.6, 2231.4,50,stable,2.9 ,-4.7, 11.1
"Tishomingo County, Mississippi(6,10)",28141,***,1965.6 ,1768.7, 2178.6,74,stable,0.1 ,-16.0, 19.2
"Tangipahoa Parish, Louisiana(7,8)",22105,***,1965.4 ,1867.5, 2067.2,316,falling,-1.2 ,-2.0, -0.3
"Orange County, Vermont(6,10)",50017,***,1965.1 ,1789.5, 2153.3,96,stable,3.0 ,-2.2, 8.4
"Richland County, South Carolina(6,10)",45079,***,1964.8 ,1905.1, 2025.9,857,stable,-0.7 ,-4.7, 3.4
"Lafayette County, Mississippi(6,10)",28071,***,1964.7 ,1801.1, 2139.3,109,stable,-6.4 ,-13.3, 1.2
"Gallia County, Ohio(6,10)",39053,***,1964.6 ,1796.4, 2144.3,101,stable,3.1 ,-7.4, 14.7
"Winn Parish, Louisiana(7,8)",22127,***,1964.3 ,1720, 2233.7,48,falling,-5.5 ,-9.5, -1.3
"Palm Beach County, Florida(6,10)",12099,***,1964 ,1942.1, 1986,6356,falling,-2.5 ,-4.6, -0.3
"Cascade County, Montana(6,10)",30013,***,1963.7 ,1859.3, 2072.4,268,stable,-0.8 ,-9.1, 8.3
"Plymouth County, Iowa(7,8)",19149,***,1963.5 ,1780.8, 2159.8,87,falling,-0.9 ,-1.4, -0.4
"Warren County, Tennessee(6,10)",47177,***,1963.2 ,1813.4, 2122.2,130,stable,1.5 ,-2.1, 5.2
"Caswell County, North Carolina(6,10)",37033,***,1963.2 ,1776.4, 2164.4,84,stable,-2.7 ,-13.9, 10.0
"Ogle County, Illinois(6,10)",17141,***,1962.6 ,1832.3, 2099.7,171,stable,2.6 ,-5.0, 10.8
"Custer County, Idaho(7,8)",16037,***,1962.2 ,1571.9, 2420.1,18,stable,-1.2 ,-3.1, 0.7
"Geauga County, Ohio(6,10)",39055,***,1961.5 ,1865.5, 2061.2,322,stable,2.3 ,-2.3, 7.1
"Dawson County, Texas(6,10)",48115,***,1961.4 ,1688.9, 2265,37,falling,-10.7 ,-19.2, -1.3
"Logan County, Arkansas(6,10)",05083,***,1961.3 ,1772.1, 2165.4,79,stable,2.5 ,-10.3, 17.2
"Barron County, Wisconsin(6,10)",55005,***,1961.3 ,1832.3, 2097,175,stable,0.9 ,-6.3, 8.6
"Amador County, California(7,8)",06005,***,1960.9 ,1831.2, 2097.4,176,falling,-2.0 ,-2.9, -1.0
"Wheeler County, Nebraska(6,10)",31183,***,1960.7 ,1158.3, 3107,4,*,*,*,*
"Saunders County, Nebraska(6,10)",31155,***,1960.6 ,1757.9, 2180.2,69,stable,6.7 ,-11.3, 28.2
"Johnston County, North Carolina(6,10)",37101,***,1960.6 ,1875.4, 2048.8,423,stable,-1.4 ,-5.2, 2.7
"Bedford County, Tennessee(6,10)",47003,***,1960.3 ,1809.2, 2120.8,129,stable,-1.1 ,-5.4, 3.3
"Glynn County, Georgia(7,8)",13127,***,1960.2 ,1856.7, 2068,277,falling,-1.4 ,-2.2, -0.6
"Frederick County, Maryland(6,10)",24021,***,1960 ,1889.3, 2032.7,603,stable,-1.1 ,-7.2, 5.4
"Walsh County, North Dakota(6,10)",38099,***,1959.4 ,1704.3, 2241.6,44,stable,2.8 ,-13.6, 22.3
"Wheeler County, Georgia(7,8)",13309,***,1959.4 ,1596, 2382.4,21,rising,3.8 ,1.1, 6.6
"Lewis County, Washington(6,10)",53041,***,1959 ,1856.9, 2065.2,282,stable,-2.5 ,-8.7, 4.1
"Gasconade County, Missouri(6,10)",29073,***,1958.9 ,1744.5, 2192.3,62,stable,0.8 ,-11.1, 14.2
"Madison County, North Carolina(6,10)",37115,***,1958.6 ,1770.4, 2161.4,81,stable,3.3 ,-5.8, 13.3
"Victoria County, Texas(6,10)",48469,***,1958 ,1850.8, 2069.7,254,stable,1.9 ,-1.4, 5.3
"Calhoun County, Alabama(6,10)",01015,***,1957.9 ,1867.3, 2051.7,358,stable,-2.3 ,-8.0, 3.6
"Johnson County, Iowa(7,8)",19103,***,1957.8 ,1852.4, 2067.6,272,falling,-2.3 ,-3.6, -0.9
"Macon County, Missouri(6,10)",29121,***,1957.8 ,1745, 2189.2,63,stable,0.3 ,-7.2, 8.5
"Sacramento County, California(7,8)",06067,***,1957.6 ,1928.7, 1986.9,3601,falling,-2.1 ,-3.0, -1.2
"Jersey County, Illinois(6,10)",17083,***,1957.2 ,1763.2, 2166.6,75,stable,2.5 ,-15.1, 23.8
"Henderson County, Illinois(6,10)",17071,***,1957.2 ,1662.9, 2288.4,32,stable,-4.7 ,-25.5, 21.8
"Grant County, North Dakota(6,10)",38037,***,1957.2 ,1504.6, 2501.9,13,falling,-21.8 ,-31.6, -10.6
"Benton County, Iowa(7,8)",19011,***,1957 ,1772.4, 2155.4,84,falling,-1.3 ,-1.9, -0.8
"Beckham County, Oklahoma(6,10)",40009,***,1956.7 ,1732.3, 2202,56,stable,3.9 ,-13.9, 25.3
"Benzie County, Michigan(6,10)",26019,***,1956 #  ,1766.3, 2160.6,79,stable,-7.7 ,-25.9, 15.1
"Union County, North Carolina(6,10)",37179,***,1955.8 ,1875.3, 2039,471,stable,-1.6 ,-11.5, 9.5
